condition,seed_count,samples_per_seed_min,reliability_status,detection_mean,detection_ci_low,detection_ci_high,restricted_time_mean_s,restricted_time_ci_low_s,restricted_time_ci_high_s,coverage_mean,coverage_ci_low,coverage_ci_high
central-gcs,20,1000,reliable,0.62655,0.61015,0.6430525,189.83755692794625,185.35297289206744,194.36368118851237,0.1521031293233292,0.14618922347977467,0.1577546542291701
mappo,20,1000,precision-not-met,0.31615,0.2785975,0.35620125,245.6870663079069,238.1106270251484,252.76659207463183,0.1603660619123088,0.1506145612879131,0.16852722765936698
