condition,unique_area_coverage_ratio,detection_probability_within_limit,conditional_mean_detection_time_s,restricted_mean_detection_time_s,failure_rate_within_limit,coverage_redundancy_ratio,mean_route_distance_m,max_route_distance_m,team_total_distance_m
central-gcs,0.1521031293233292,0.62655,124.17613427172016,189.83755692794625,0.37344999999999995,0.12329681534150994,10496.366540104727,10775.749947227732,62978.19924062836
mappo,0.1603660619123088,0.31615,128.2051757327437,245.6870663079069,0.6838500000000001,0.04227940173801485,10565.685423085035,10926.705912463469,63394.11253851021
