condition,unique_area_coverage_ratio,detection_probability_within_limit,conditional_mean_detection_time_s,restricted_mean_detection_time_s,failure_rate_within_limit,coverage_redundancy_ratio,mean_route_distance_m,max_route_distance_m,team_total_distance_m
effort-greedy,0.1671456546309889,0.6264000000000001,151.9575315669123,207.26619777351388,0.37360000000000004,0.3519058761577664,10721.28268895747,10926.924074173527,64327.69613374481
team-h1,0.13773175451436237,0.6276,141.34988920599955,200.4311904656853,0.37239999999999995,0.47470672642576545,10918.620978071694,11169.22433991911,65511.72586843016
team-h1-transit,0.12148796708223066,0.58575,136.22295327712575,204.0675948820764,0.4142500000000001,0.47119495689038826,10603.463444319454,10900.803997980682,63620.78066591674
team-h2,0.13972575237279772,0.61465,145.09173527111355,204.78563508438995,0.38535,0.4850722896472699,10916.583285407589,11149.84336732662,65499.49971244554
team-h2-transit,0.12051042179065626,0.58525,132.6282202557968,202.0456659047051,0.41475,0.48504688727739104,10635.794290412265,10897.920990824621,63814.76574247358
