reach_m,mean_reachable_cells,mean_effective_mass_cells,reach_to_mass_support_ratio,pd_effort-greedy,pd_effort-map-literal,pd_h1,proposed_minus_baseline,ci_low,ci_high,significant
700.0,7.273858921161826,46.332665467797085,0.1569920238285757,0.14201319869764942,0.003310664553804382,0.3300838803223098,0.18807068162466037,0.15459900820409211,0.22351826040008616,True
1000.0,11.45643153526971,46.332665467797085,0.24726467643508127,0.26906097377921667,0.003310664553804382,0.387203268627901,0.11814229484868437,0.08142968596016914,0.16095734276102047,True
1200.0,16.850622406639005,46.332665467797085,0.36368774031251905,0.3716654220997709,0.0738573460849009,0.44042675066117176,0.0687613285614009,0.04786662539887834,0.09745780174075276,True
1666.667,28.78423236514523,46.332665467797085,0.6212513800906044,0.41831782040811083,0.21553113531116574,0.47692412731317596,0.05860630690506512,0.03577892522705449,0.08653418635831005,True
2666.667,61.74688796680498,46.332665467797085,1.3326858565847317,0.5151036718283932,0.5161941040012664,0.5208159017918043,0.005712229963411047,-0.0011975268290150822,0.013662742481291313,False
