site,label,terrain_type,center_lat,center_lon,elevation_min_m,elevation_max_m,impassable_fraction,unique_area_coverage_ratio,detection_probability_within_limit,conditional_mean_detection_time_s,restricted_mean_detection_time_s,failure_rate_within_limit
mountain-taebaek,Mountain,mountain,37.75,128.6,419.78363037109375,1560.6788330078125,0.45704317759217916,0.13494657314959663,0.375,168.6577977189154,250.74667414459327,0.625
plain-honam,Plain,plain,35.85,126.95,1.5,66.97216033935547,0.011815846916374897,0.14436887825708328,0.375,147.52379900133127,242.8214246254992,0.625
coastal-taean,Coastal,coastal,36.72,126.3,-6.996715545654297,281.4319763183594,0.2041405215141697,0.1387793752272183,0.325,128.43971203039843,244.24290640987948,0.675
mixed-urban-suwon,Mixed urban,mixed-urban,37.2,127.05,6.280097961425781,212.62493896484375,0.031710001803471374,0.166008239986989,0.45,189.08446638219027,250.0880098719856,0.55
